timestamp,package_id,rfid_tag,location,shipping_status,customs_status,estimated_delivery,temperature_celsius
2025-05-26 08:03:45.222603,PKG9096,RFID-920852,"Shenzhen, China",Package received,N/A,2025-05-27,20.5
2025-05-27 11:03:45.222610,PKG8617,RFID-748646,PH Customs,Cleared customs,Cleared,2025-05-28,26.6
2025-05-30 16:03:45.222617,PKG3685,RFID-451277,Pasig City,Delivered,N/A,2025-06-02,19.4
2025-05-26 06:03:45.222624,PKG1748,RFID-141776,Shanghai Customs,Cleared customs,Cleared,2025-05-29,15.6
2025-05-27 18:03:45.222635,PKG2707,RFID-840771,Pasig City,Delivered,N/A,2025-05-31,29.6
2025-05-30 19:03:45.222642,PKG9419,RFID-795595,Pasig City,Delivered,N/A,2025-06-03,15.6
2025-05-30 03:03:45.222653,PKG8927,RFID-140712,PH Customs,Under customs inspection,Pending,2025-06-04,25.1
2025-05-29 17:03:45.222661,PKG8559,RFID-774595,Pasig City,Delivered,N/A,2025-05-30,21.1
2025-05-30 20:03:45.222667,PKG9941,RFID-552803,PH Customs,Cleared customs,Cleared,2025-06-03,27.1
2025-05-27 16:03:45.222675,PKG3910,RFID-669613,"Shenzhen, China",Package received,N/A,2025-05-28,17.5
2025-05-27 17:03:45.222682,PKG5997,RFID-532246,Pasig City,Delivered,N/A,2025-05-30,17.1
2025-05-27 13:03:45.222690,PKG4164,RFID-127363,In Transit - Air,Flight en route to PH,N/A,2025-06-01,17.0
2025-05-29 05:03:45.222697,PKG7433,RFID-791347,Shanghai Customs,Cleared customs,Cleared,2025-05-30,17.6
2025-05-28 19:03:45.222704,PKG7879,RFID-148123,PH Customs,Under customs inspection,Pending,2025-05-30,16.9
2025-05-29 09:03:45.222712,PKG4299,RFID-944633,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,16.0
2025-05-31 10:03:45.222719,PKG4757,RFID-289283,PH Customs,Under customs inspection,Pending,2025-06-02,23.6
2025-05-27 19:03:45.222726,PKG9470,RFID-283037,Pasig City Hub,Out for delivery,N/A,2025-05-30,24.1
2025-05-31 14:03:45.222734,PKG6451,RFID-541172,PH Customs,Cleared customs,Cleared,2025-06-03,20.7
2025-05-28 08:03:45.222741,PKG6151,RFID-792641,In Transit - Air,Flight en route to PH,N/A,2025-06-01,20.9
2025-05-31 17:03:45.222748,PKG7288,RFID-387819,"Shenzhen, China",Package received,N/A,2025-06-02,21.6
2025-05-26 13:03:45.222756,PKG5095,RFID-896349,Pasig City Hub,Out for delivery,N/A,2025-05-29,15.9
2025-05-29 19:03:45.222763,PKG4458,RFID-548787,PH Customs,Under customs inspection,Pending,2025-05-31,21.3
2025-05-28 18:03:45.222770,PKG2833,RFID-203311,Pasig City,Delivered,N/A,2025-06-02,20.6
2025-05-31 08:03:45.222777,PKG4836,RFID-495332,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,16.0
2025-05-27 16:03:45.222785,PKG9401,RFID-382745,Pasig City,Delivered,N/A,2025-06-01,28.9
2025-05-28 10:03:45.222792,PKG3565,RFID-488008,"Shenzhen, China",Package received,N/A,2025-05-29,21.4
2025-05-27 15:03:45.222799,PKG6487,RFID-200723,PH Customs,Cleared customs,Cleared,2025-06-01,28.5
2025-05-26 01:03:45.222807,PKG4547,RFID-254602,PH Customs,Cleared customs,Cleared,2025-05-31,20.9
2025-05-31 15:03:45.222814,PKG6508,RFID-381381,In Transit - Air,Flight en route to PH,N/A,2025-06-05,29.4
2025-05-28 14:03:45.222821,PKG7122,RFID-322709,Pasig City Hub,Out for delivery,N/A,2025-06-01,19.5
2025-05-26 21:03:45.222828,PKG3107,RFID-731447,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,26.3
2025-05-26 17:03:45.222835,PKG4815,RFID-289223,In Transit - Air,Flight en route to PH,N/A,2025-05-30,26.3
2025-05-31 04:03:45.222842,PKG4359,RFID-204430,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,15.3
2025-05-27 21:03:45.222849,PKG2922,RFID-540387,"NAIA, Manila",Arrived in destination country,N/A,2025-05-30,20.6
2025-05-28 20:03:45.222856,PKG7313,RFID-353061,Shanghai Customs,Cleared customs,Cleared,2025-06-01,23.5
2025-05-28 05:03:45.222864,PKG6459,RFID-218576,Shanghai Customs,Cleared customs,Cleared,2025-05-30,29.0
2025-05-31 08:03:45.222871,PKG6267,RFID-428653,"NAIA, Manila",Arrived in destination country,N/A,2025-06-03,27.8
2025-05-28 07:03:45.222878,PKG3964,RFID-231775,Pasig City Hub,Out for delivery,N/A,2025-05-31,17.6
2025-05-29 05:03:45.222885,PKG3191,RFID-129139,Pasig City,Delivered,N/A,2025-06-02,23.7
2025-05-26 02:03:45.222893,PKG3372,RFID-789658,PH Customs,Under customs inspection,Pending,2025-05-27,19.8
2025-05-26 10:03:45.222900,PKG2792,RFID-627133,PH Customs,Under customs inspection,Pending,2025-05-30,15.6
2025-05-26 20:03:45.222907,PKG1982,RFID-255131,PH Customs,Under customs inspection,Pending,2025-05-29,21.4
2025-05-29 13:03:45.222915,PKG7987,RFID-798574,Shanghai Customs,Cleared customs,Cleared,2025-05-31,15.1
2025-05-31 09:03:45.222922,PKG2723,RFID-699685,"Shanghai, China",Departed from origin facility,N/A,2025-06-04,28.6
2025-05-26 02:03:45.222929,PKG2926,RFID-245491,"NAIA, Manila",Arrived in destination country,N/A,2025-05-31,17.6
2025-05-26 22:03:45.222937,PKG6595,RFID-308549,In Transit - Air,Flight en route to PH,N/A,2025-05-27,25.7
2025-05-27 20:03:45.222944,PKG9017,RFID-614337,Shanghai Customs,Cleared customs,Cleared,2025-05-30,28.6
2025-05-30 06:03:45.222951,PKG1303,RFID-605567,"NAIA, Manila",Arrived in destination country,N/A,2025-06-03,20.7
2025-05-25 20:03:45.222958,PKG7501,RFID-444333,"Shanghai, China",Departed from origin facility,N/A,2025-05-27,26.9
2025-05-28 20:03:45.222965,PKG9224,RFID-448440,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,25.3
2025-05-28 17:03:45.222972,PKG9597,RFID-342289,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,19.8
2025-05-30 12:03:45.222979,PKG9129,RFID-859377,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,17.5
2025-05-30 22:03:45.222988,PKG3415,RFID-974821,In Transit - Air,Flight en route to PH,N/A,2025-06-01,19.4
2025-05-30 16:03:45.222995,PKG2218,RFID-582549,In Transit - Air,Flight en route to PH,N/A,2025-06-03,21.1
2025-05-30 12:03:45.223002,PKG6796,RFID-960567,Shanghai Customs,Cleared customs,Cleared,2025-06-01,29.4
2025-05-28 14:03:45.223009,PKG8240,RFID-907207,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,18.2
2025-05-28 03:03:45.223016,PKG6007,RFID-110602,Pasig City,Delivered,N/A,2025-06-01,25.2
2025-05-26 00:03:45.223023,PKG8681,RFID-392751,In Transit - Air,Flight en route to PH,N/A,2025-05-28,27.3
2025-05-28 17:03:45.223039,PKG3327,RFID-381758,Pasig City,Delivered,N/A,2025-05-31,22.9
2025-05-31 03:03:45.223046,PKG2102,RFID-237016,"Shanghai, China",Departed from origin facility,N/A,2025-06-05,28.3
2025-05-29 01:03:45.223053,PKG1302,RFID-254335,Pasig City Hub,Out for delivery,N/A,2025-06-02,21.5
2025-05-28 07:03:45.223060,PKG9228,RFID-858005,Shanghai Customs,Cleared customs,Cleared,2025-05-30,17.6
2025-05-27 01:03:45.223070,PKG3878,RFID-858060,Pasig City Hub,Out for delivery,N/A,2025-05-30,20.7
2025-05-28 04:03:45.223078,PKG1632,RFID-157380,Pasig City,Delivered,N/A,2025-06-02,18.9
